type,reason,image,actual_class,predicted_class,iou,det_conf,class_conf,xmin,ymin,xmax,ymax
false_negative,fn_missed_known,852d.jpg,sls-80,,,,,48.0,290.25,106.5,372.75
false_negative,fn_missed_known,441b.jpg,sls-70,,,,,698.0,671.0,743.0,717.0
false_negative,fn_missed_known,712bt.jpg,tls-r,,,,,1029.0,450.0,1052.25,510.0
false_negative,fn_missed_known,563dt.jpg,tls-g,,,,,320.25,411.75,353.25,474.75
false_negative,fn_missed_known,563dt.jpg,tls-g,,,,,694.5,289.5,726.0,353.25
false_negative,fn_missed_known,1876b.jpg,sls-40,,,,,1506.0,609.0,1574.0,688.0
false_negative,fn_missed_known,1890bt.jpg,tls-r,,,,,1389.0,332.0,1466.0,499.0
false_negative,fn_missed_known,587et.jpg,tls-y,,,,,237.0,323.25,282.0,441.75
false_negative,fn_missed_known,957et.jpg,tls-g,,,,,882.0,101.25,1012.5,159.75
false_negative,fn_missed_known,2189t.jpg,tls-y,,,,,850.0,202.0,902.0,333.0
false_negative,fn_missed_known,636t.jpg,tls-g,,,,,391.5,357.0,432.0,445.5
false_negative,fn_missed_known,636t.jpg,tls-g,,,,,636.75,118.5,720.75,157.5
false_negative,fn_missed_known,636t.jpg,tls-g,,,,,888.75,122.25,972.0,159.75
false_negative,fn_missed_known,636t.jpg,tls-g,,,,,1062.75,151.5,1140.75,193.5
false_negative,fn_missed_known,636t.jpg,tls-g,,,,,1257.75,416.25,1290.0,492.75
false_negative,fn_missed_known,421et.jpg,tls-e,,,,,534.0,123.75,572.25,223.5
false_negative,fn_missed_known,421et.jpg,tls-e,,,,,400.5,136.5,436.5,232.5
false_negative,fn_missed_known,719ct.jpg,tls-g,,,,,918.0,425.25,938.25,493.5
false_negative,fn_missed_known,845c.jpg,sls-100,,,,,216.75,397.5,260.25,443.25
false_negative,fn_missed_known,836t.jpg,tls-e,,,,,405.0,90.75,439.5,180.0
false_negative,fn_missed_known,439c.jpg,sls-80,,,,,351.0,480.0,396.75,531.0
false_negative,fn_missed_known,2244t.jpg,tls-e,,,,,699.0,318.0,796.0,356.0
false_negative,fn_missed_known,2044t.jpg,tls-g,,,,,565.0,362.0,594.0,459.0
false_negative,fn_missed_known,2044t.jpg,tls-g,,,,,738.0,366.0,771.0,462.0
false_negative,fn_missed_known,852b.jpg,sls-80,,,,,356.25,378.0,396.75,422.25
false_negative,fn_missed_known,966ft.jpg,tls-g,,,,,75.0,36.0,245.0,356.0
false_negative,fn_missed_known,768.jpg,sls-100,,,,,355.5,445.5,409.5,499.5
false_negative,fn_missed_known,2237b.jpg,sls-100,,,,,528.0,623.0,588.0,687.0
false_negative,fn_missed_known,904c.jpg,sls-50,,,,,1099.5,200.25,1175.25,270.75
false_negative,fn_missed_known,904c.jpg,sls-40,,,,,868.5,333.0,912.0,372.0
false_negative,fn_missed_known,641ct.jpg,tls-g,,,,,408.75,351.75,452.25,445.5
false_negative,fn_missed_known,641ct.jpg,tls-g,,,,,652.5,90.0,742.5,132.75
false_negative,fn_missed_known,641ct.jpg,tls-g,,,,,912.0,115.5,999.0,157.5
false_negative,fn_missed_known,641ct.jpg,tls-g,,,,,1089.0,141.75,1164.0,183.0
false_negative,fn_missed_known,641ct.jpg,tls-g,,,,,1298.25,413.25,1328.25,491.25
false_negative,fn_missed_known,245t.jpg,tls-r,,,,,489.0,448.68,518.0,525.11
false_negative,fn_missed_known,2294a.jpg,tls-y,,,,,783.0,574.0,821.0,650.0
false_negative,fn_missed_known,477g.jpg,sls-50,,,,,975.75,342.75,1032.75,399.0
false_negative,fn_missed_known,2137b.jpg,sls-70,,,,,465.0,499.0,535.0,570.0
false_negative,fn_missed_known,1348b.jpg,sls-50,,,,,570.0,384.0,620.0,434.0
false_negative,fn_missed_known,495kt.jpg,tls-g,,,,,367.5,250.5,447.75,294.75
false_negative,fn_missed_known,495kt.jpg,tls-g,,,,,918.75,246.75,1004.25,285.75
false_negative,fn_missed_known,495kt.jpg,tls-g,,,,,1035.0,258.75,1110.75,291.75
false_negative,fn_missed_known,495kt.jpg,tls-g,,,,,1296.75,393.75,1333.5,472.5
false_negative,fn_missed_known,438.jpg,sls-80,,,,,462.75,489.75,501.75,528.75
false_negative,fn_missed_known,2135d.jpg,sls-40,,,,,144.0,119.0,294.0,267.0
false_negative,fn_missed_known,2126at.jpg,tls-g,,,,,683.0,142.0,730.0,266.0
false_negative,fn_missed_known,2126at.jpg,tls-r,,,,,1018.0,125.0,1067.0,255.0
false_negative,fn_missed_known,468ft.jpg,tls-g,,,,,1074.75,363.0,1106.25,447.0
false_negative,fn_missed_known,2120.jpg,sls-60,,,,,90.0,481.0,141.0,544.0
false_negative,fn_missed_known,698ct.jpg,tls-r,,,,,1189.5,355.5,1239.0,488.25
false_negative,fn_missed_known,699at.jpg,tls-r,,,,,868.5,467.25,885.75,533.25
false_negative,fn_missed_known,699at.jpg,tls-g,,,,,849.75,467.25,870.75,533.25
false_negative,fn_missed_known,975.jpg,sls-50,,,,,216.0,301.5,258.0,342.0
false_negative,fn_missed_known,1865.jpg,sls-100,,,,,308.0,631.0,360.0,691.0
false_negative,fn_missed_known,894f.jpg,sls-50,,,,,1060.5,234.75,1127.25,303.75
false_negative,fn_missed_known,473ft.jpg,tls-e,,,,,1235.25,83.25,1327.5,251.25
false_negative,fn_missed_known,859d.jpg,sls-40,,,,,237.75,351.75,297.75,422.25
false_negative,fn_missed_known,859d.jpg,sls-40,,,,,1338.75,361.5,1392.0,441.75
false_negative,fn_missed_known,911ct.jpg,tls-g,,,,,236.25,92.25,332.25,145.5
false_negative,fn_missed_known,911ct.jpg,tls-g,,,,,381.0,75.75,495.0,123.75
false_negative,fn_missed_known,911ct.jpg,tls-g,,,,,894.75,118.5,992.25,167.25
false_negative,fn_missed_known,911ct.jpg,tls-g,,,,,1034.25,139.5,1118.25,192.75
false_negative,fn_missed_known,911ct.jpg,tls-g,,,,,1314.0,333.75,1347.0,419.25
false_negative,fn_missed_known,489f.jpg,sls-40,,,,,1093.5,359.25,1143.75,408.0
false_negative,fn_missed_known,780ct.jpg,tls-c,,,,,672.0,165.75,705.0,262.5
false_negative,fn_missed_known,1028ct.jpg,tls-r,,,,,38.25,141.75,95.25,185.25
false_negative,fn_missed_known,1028ct.jpg,tls-r,,,,,143.25,177.75,204.75,222.75
false_negative,fn_missed_known,498ft.jpg,tls-g,,,,,1813.0,104.0,1919,177.0
false_negative,fn_missed_known,489d.jpg,sls-50,,,,,1163.25,344.25,1212.75,393.75
false_negative,fn_missed_known,508lt.jpg,tls-g,,,,,283.5,396.75,323.25,486.0
false_negative,fn_missed_known,718t.jpg,tls-g,,,,,1017.0,442.5,1042.5,518.25
false_negative,fn_missed_known,718t.jpg,tls-g,,,,,303.0,411.75,336.75,481.5
false_negative,fn_missed_known,1328c.jpg,sls-70,,,,,282.0,466.0,368.0,559.0
false_negative,fn_missed_known,536t.jpg,tls-g,,,,,483.75,402.75,512.25,492.75
false_negative,fn_missed_known,536t.jpg,tls-e,,,,,696.0,308.25,796.5,342.0
false_negative,fn_missed_known,437d.jpg,sls-80,,,,,243.0,395.25,305.25,464.25
false_negative,fn_missed_known,974at.jpg,tls-y,,,,,1280.25,339.75,1317.75,447.0
false_negative,fn_missed_known,test_73.jpg,no honking,,,,,344.0,395.0,396.0,450.0
false_negative,fn_missed_known,894g.jpg,sls-50,,,,,1195.5,161.25,1271.25,247.5
false_negative,fn_missed_known,967dt.jpg,tls-g,,,,,744.75,197.25,831.0,234.0
false_negative,fn_missed_known,967dt.jpg,tls-g,,,,,1167.0,234.0,1224.0,270.0
false_negative,fn_missed_known,856b.jpg,sls-80,,,,,426.75,416.25,469.5,459.0
false_negative,fn_missed_known,500d.jpg,sls-50,,,,,141.75,326.25,184.5,380.25
false_negative,fn_missed_known,500d.jpg,sls-40,,,,,340.5,397.5,379.5,432.75
false_negative,fn_missed_known,1105d.jpg,sls-40,,,,,119.0,502.0,187.0,595.0
false_negative,fn_missed_known,738at.jpg,tls-g,,,,,1017.0,465.75,1037.25,526.5
false_negative,fn_missed_known,738at.jpg,tls-g,,,,,462.75,433.5,484.5,490.5
false_negative,fn_missed_known,724ct.jpg,tls-g,,,,,206.25,405.0,240.75,471.75
false_negative,fn_missed_known,2230c.jpg,sls-60,,,,,211.0,604.0,268.0,674.0
false_negative,fn_missed_known,2294d.jpg,tls-c,,,,,195.0,147.0,350.0,419.0
false_negative,fn_missed_known,609gt.jpg,tls-g,,,,,335.25,103.5,375.0,213.75
false_negative,fn_missed_known,508et.jpg,tls-g,,,,,295.0,353.0,406.0,567.0
false_negative,fn_missed_known,966bt.jpg,tls-r,,,,,414.0,299.25,447.0,391.5
false_negative,fn_missed_known,685bt.jpg,tls-g,,,,,1128.0,602.0,1166.0,703.0
false_negative,fn_missed_known,552c.jpg,sls-50,,,,,250.5,411.75,294.75,459.0
false_negative,fn_missed_known,735bt.jpg,tls-g,,,,,821.25,436.5,843.0,500.25
false_negative,fn_missed_known,782ct.jpg,tls-e,,,,,993.0,338.25,1037.25,459.0
false_negative,fn_missed_known,782ct.jpg,tls-e,,,,,593.25,67.5,630.0,168.75
false_negative,fn_missed_known,957dt.jpg,tls-g,,,,,891.0,154.5,972.0,198.0
false_negative,fn_missed_known,2294b.jpg,tls-y,,,,,640.0,474.0,704.0,598.0
false_negative,fn_missed_known,762b.jpg,sls-80,,,,,382.5,496.5,423.75,540.0
false_negative,fn_missed_known,473dt.jpg,tls-e,,,,,1020.0,292.5,1068.75,389.25
false_negative,fn_missed_known,735dt.jpg,tls-g,,,,,57.0,350.25,92.25,431.25
false_negative,fn_missed_known,735dt.jpg,tls-g,,,,,913.5,331.5,952.5,443.25
false_negative,fn_missed_known,1104.jpg,sls-50,,,,,495.0,596.0,548.0,648.0
false_negative,fn_missed_known,977bt.jpg,tls-e,,,,,475.5,361.5,501.0,418.5
false_negative,fn_missed_known,843c.jpg,sls-100,,,,,224.25,378.75,292.5,454.5
false_negative,fn_missed_known,1033ct.jpg,tls-g,,,,,991.5,223.5,1040.25,337.5
false_negative,fn_missed_known,1015bt.jpg,tls-e,,,,,1059.75,252.0,1113.75,378.75
false_negative,fn_missed_known,2294e.jpg,tls-g,,,,,87.0,70.0,272.0,370.0
false_negative,fn_missed_known,957at.jpg,tls-e,,,,,976.5,336.0,1001.25,414.0
false_negative,fn_missed_known,910bt.jpg,tls-g,,,,,642.0,402.0,709.0,432.0
false_negative,fn_missed_known,910bt.jpg,tls-g,,,,,1071.0,404.0,1138.0,435.0
false_negative,fn_missed_known,840bt.jpg,tls-e,,,,,206.25,313.5,244.5,415.5
false_negative,fn_missed_known,840bt.jpg,tls-e,,,,,774.0,359.25,798.75,426.0
false_negative,fn_missed_known,840bt.jpg,tls-r,,,,,1089.0,223.5,1109.25,281.25
false_negative,fn_missed_known,857d.jpg,sls-70,,,,,144.0,368.25,197.25,439.5
false_negative,fn_missed_known,train_847.jpg,no honking,,,,,2133.0,1586.0,2256.0,1719.0
false_negative,fn_missed_known,857.jpg,sls-70,,,,,362.25,411.0,402.75,455.25
false_negative,fn_missed_known,857.jpg,sls-70,,,,,1133.25,390.0,1184.25,450.75
false_negative,fn_missed_known,878at.jpg,tls-e,,,,,1050.0,331.5,1071.0,391.5
false_negative,fn_missed_known,775a.jpg,sls-40,,,,,456.75,507.75,491.25,542.25
false_negative,fn_missed_known,2453a.jpg,sls-60,,,,,501.0,268.0,558.0,324.0
false_negative,fn_missed_known,736bt.jpg,tls-g,,,,,778.5,437.25,801.0,499.5
false_negative,fn_missed_known,872c.jpg,sls-80,,,,,200.25,391.5,239.25,436.5
false_negative,fn_missed_known,443d.jpg,sls-40,,,,,193.5,421.5,252.0,489.0
false_negative,fn_missed_known,443d.jpg,sls-40,,,,,1343.25,399.75,1404.0,488.25
false_negative,fn_missed_known,473t.jpg,tls-e,,,,,927.0,376.5,956.25,441.0
false_negative,fn_missed_known,1348d.jpg,sls-50,,,,,169.0,270.0,241.0,368.0
false_negative,fn_missed_known,452g.jpg,sls-80,,,,,366.75,468.0,422.25,524.25
false_negative,fn_missed_known,train_761.jpg,no honking,,,,,417.0,425.0,464.0,469.0
false_negative,fn_missed_known,520d.jpg,sls-50,,,,,502.0,547.0,551.0,596.0
false_negative,fn_missed_known,1947at.jpg,tls-e,,,,,317.0,474.0,377.0,605.0
false_negative,fn_missed_known,924at.jpg,tls-y,,,,,373.5,326.25,408.0,411.75
false_negative,fn_missed_known,956dt.jpg,tls-g,,,,,1178.25,334.5,1204.5,425.25
false_negative,fn_missed_known,956dt.jpg,tls-g,,,,,938.25,222.75,1012.5,256.5
false_negative,fn_missed_known,956dt.jpg,tls-g,,,,,529.5,185.25,634.5,215.25
false_negative,fn_missed_known,956dt.jpg,tls-g,,,,,333.0,278.25,369.0,382.5
false_negative,fn_missed_known,1929t.jpg,tls-g,,,,,256.0,375.0,338.0,562.0
false_negative,fn_missed_known,913.jpg,tls-e,,,,,1173.0,238.5,1233.0,270.0
false_negative,fn_missed_known,904.jpg,sls-40,,,,,1134.0,461.0,1179.0,510.0
false_negative,fn_missed_known,train_826.jpg,no honking,,,,,1055.0,828.0,1189.0,953.0
false_negative,fn_missed_known,785t.jpg,tls-g,,,,,309.75,370.5,350.25,465.75
false_negative,fn_missed_known,1040b.jpg,sls-40,,,,,455.25,362.25,505.5,414.75
false_negative,fn_missed_known,587dt.jpg,tls-g,,,,,714.0,301.5,740.25,375.75
false_negative,fn_missed_known,587dt.jpg,tls-y,,,,,358.5,439.5,378.0,497.25
false_negative,fn_missed_known,587dt.jpg,tls-y,,,,,414.0,417.0,439.5,493.5
false_negative,fn_missed_known,718ct.jpg,tls-g,,,,,1467.0,536.0,1509.0,657.0
false_negative,fn_missed_known,718ct.jpg,tls-g,,,,,247.0,491.0,297.0,604.0
false_negative,fn_missed_known,536gt.jpg,tls-e,,,,,639.0,90.75,821.25,153.75
false_negative,fn_missed_known,1012bt.jpg,tls-y,,,,,533.25,356.25,564.0,419.25
false_negative,fn_missed_known,1012bt.jpg,tls-y,,,,,1129.5,375.75,1152.0,436.5
false_negative,fn_missed_known,536dt.jpg,tls-g,,,,,570.0,447.75,593.25,516.75
false_negative,fn_missed_known,536dt.jpg,tls-e,,,,,720.0,379.5,793.5,405.0
false_negative,fn_missed_known,776.jpg,sls-15,,,,,1137.0,472.5,1181.25,521.25
false_negative,fn_missed_known,1112d.jpg,sls-70,,,,,279.0,499.0,357.0,585.0
false_negative,fn_missed_known,735ct.jpg,tls-g,,,,,135.0,384.75,165.0,456.0
false_negative,fn_missed_known,735ct.jpg,tls-g,,,,,874.5,379.5,906.75,471.75
false_negative,fn_missed_known,371d.jpg,sls-50,,,,,105.0,410.0,150.0,488.0
false_negative,fn_missed_known,852a.jpg,sls-80,,,,,411.75,393.75,449.25,432.0
false_negative,fn_missed_known,859.jpg,sls-40,,,,,376.5,388.5,421.5,436.5
false_negative,fn_missed_known,859.jpg,sls-40,,,,,1127.25,396.75,1173.75,452.25
false_negative,fn_missed_known,636ct.jpg,tls-g,,,,,465.75,405.0,495.0,477.0
false_negative,fn_missed_known,636ct.jpg,tls-g,,,,,1166.25,445.5,1190.25,513.0
false_negative,fn_missed_known,636ct.jpg,tls-g,,,,,654.0,210.0,722.25,239.25
false_negative,fn_missed_known,636ct.jpg,tls-g,,,,,856.5,213.75,924.75,243.0
false_negative,fn_missed_known,636ct.jpg,tls-g,,,,,1001.25,231.0,1071.0,261.75
false_negative,fn_missed_known,468t.jpg,tls-g,,,,,875.25,447.75,891.0,491.25
false_negative,fn_missed_known,468t.jpg,tls-g,,,,,450.0,458.25,468.0,505.5
false_negative,fn_missed_known,1878d.jpg,sls-15,,,,,1796.0,573.0,1853.0,658.0
false_negative,fn_missed_known,778bt.jpg,tls-g,,,,,536.25,406.5,564.75,487.5
false_negative,fn_missed_known,459c.jpg,sls-15,,,,,493.5,447.75,536.25,492.75
false_negative,fn_missed_known,train_737.jpg,no honking,,,,,652.0,680.0,733.0,761.0
false_negative,fn_missed_known,858d.jpg,sls-60,,,,,147.75,380.25,206.25,447.0
false_negative,fn_missed_known,1033at.jpg,tls-g,,,,,306.0,345.0,326.25,413.25
false_negative,fn_missed_known,1876a.jpg,sls-40,,,,,1409.0,634.0,1470.0,697.0
false_negative,fn_missed_known,729at.jpg,tls-y,,,,,747.0,501.0,762.0,539.25
false_negative,fn_missed_known,729dt.jpg,tls-y,,,,,833.25,438.75,862.5,522.0
false_negative,fn_missed_known,1110b.jpg,sls-40,,,,,562.0,583.0,625.0,642.0
false_negative,fn_missed_known,967at.jpg,tls-g,,,,,390.75,358.5,420.75,420.75
false_negative,fn_missed_known,894e.jpg,sls-50,,,,,906.75,321.0,951.75,364.5
false_negative,fn_missed_known,1014at.jpg,tls-r,,,,,831.0,355.5,856.5,438.0
false_negative,fn_missed_known,1014at.jpg,tls-g,,,,,320.25,360.75,340.5,423.0
false_negative,fn_missed_known,563et.jpg,tls-g,,,,,437.25,128.25,487.5,218.25
false_negative,fn_missed_known,843a.jpg,sls-100,,,,,436.5,420.75,473.25,458.25
false_negative,fn_missed_known,975d.jpg,sls-50,,,,,96.0,249.75,146.25,298.5
false_negative,fn_missed_known,975d.jpg,sls-40,,,,,286.5,318.75,324.75,355.5
false_negative,fn_missed_known,725ct.jpg,tls-g,,,,,49.5,336.0,88.5,429.75
false_negative,fn_missed_known,840ct.jpg,tls-e,,,,,1187.25,254.25,1228.5,376.5
false_negative,fn_missed_known,924et.jpg,tls-e,,,,,1144.5,144.0,1206.0,322.5
false_negative,fn_missed_known,924et.jpg,tls-e,,,,,229.5,357.75,258.75,429.75
false_negative,fn_missed_known,775.jpg,sls-40,,,,,361.5,482.25,412.5,535.5
false_negative,fn_missed_known,2205t.jpg,tls-r,,,,,870.0,428.0,905.0,518.0
false_negative,fn_missed_known,2205t.jpg,sls-50,,,,,186.0,580.0,226.0,630.0
false_negative,fn_missed_known,780et.jpg,tls-g,,,,,660.0,43.5,702.75,165.0
false_negative,fn_missed_known,780et.jpg,tls-g,,,,,456.75,50.25,501.75,153.75
false_negative,fn_missed_known,715et.jpg,tls-g,,,,,441.75,218.25,560.25,264.0
false_negative,fn_missed_known,1984t.jpg,tls-e,,,,,1153.0,562.0,1189.0,639.0
false_negative,fn_missed_known,636bt.jpg,tls-g,,,,,519.75,443.25,542.25,499.5
false_negative,fn_missed_known,636bt.jpg,tls-g,,,,,661.5,285.75,717.0,309.0
false_negative,fn_missed_known,636bt.jpg,tls-g,,,,,822.0,290.25,878.25,311.25
false_negative,fn_missed_known,636bt.jpg,tls-g,,,,,942.75,300.0,994.5,321.75
false_negative,fn_missed_known,1968t.jpg,tls-g,,,,,714.0,558.0,746.0,633.0
false_negative,fn_missed_known,1968t.jpg,tls-g,,,,,875.0,321.0,954.0,351.0
false_negative,fn_missed_known,1968t.jpg,tls-g,,,,,1052.0,331.0,1129.0,365.0
false_negative,fn_missed_known,1968t.jpg,tls-g,,,,,1461.0,366.0,1521.0,396.0
false_negative,fn_missed_known,873d.jpg,sls-60,,,,,55.5,360.0,87.75,404.25
false_negative,fn_missed_known,452h.jpg,sls-80,,,,,141.0,411.75,208.5,499.5
false_negative,fn_missed_known,725bt.jpg,tls-g,,,,,816.0,466.5,837.0,522.0
false_negative,fn_missed_known,725bt.jpg,tls-g,,,,,311.25,447.75,333.0,502.5
false_negative,fn_missed_known,984t.jpg,tls-r,,,,,694.5,30.75,809.25,93.75
false_negative,fn_missed_known,427gt.jpg,tls-y,,,,,262.5,430.5,292.5,506.25
false_negative,fn_missed_known,984at.jpg,tls-r,,,,,867.75,164.25,944.25,207.0
false_negative,fn_missed_known,2135a.jpg,sls-40,,,,,809.0,569.0,867.0,625.0
false_negative,fn_missed_known,1876.jpg,sls-40,,,,,1585.0,594.0,1657.0,681.0
false_negative,fn_missed_known,712ft.jpg,tls-y,,,,,900.75,442.5,926.25,499.5
false_negative,fn_missed_known,712ft.jpg,tls-y,,,,,330.75,423.0,355.5,479.25
false_negative,fn_missed_known,967t.jpg,tls-g,,,,,999.0,305.25,1048.5,330.0
false_negative,fn_missed_known,967t.jpg,tls-g,,,,,703.5,288.0,761.25,312.75
false_negative,fn_missed_known,967t.jpg,tls-g,,,,,147.75,271.5,201.75,378.0
false_negative,fn_missed_known,train_427.jpg,no honking,,,,,373.0,402.0,447.0,483.0
false_negative,fn_missed_known,462ht.jpg,tls-y,,,,,420.75,426.0,444.75,477.0
false_negative,fn_missed_known,628ht.jpg,tls-g,,,,,434.25,138.75,527.25,180.0
false_negative,fn_missed_known,628ht.jpg,tls-g,,,,,888.75,146.25,981.75,184.5
false_negative,fn_missed_known,628ht.jpg,tls-g,,,,,682.5,135.0,780.0,173.25
false_negative,fn_missed_known,520e.jpg,sls-50,,,,,263.25,370.5,300.75,412.5
false_negative,fn_missed_known,636et.jpg,tls-g,,,,,195.75,229.5,267.75,371.25
false_negative,fn_missed_known,904b.jpg,sls-50,,,,,931.5,314.25,981.75,358.5
false_negative,fn_missed_known,904d.jpg,sls-50,,,,,1206.0,131.25,1294.5,216.0
false_negative,fn_missed_known,1111c.jpg,sls-60,,,,,281.0,473.0,371.0,567.0
false_negative,fn_missed_known,443c.jpg,sls-40,,,,,298.5,448.5,352.5,504.0
false_negative,fn_missed_known,443c.jpg,sls-40,,,,,1199.25,437.25,1257.75,505.5
false_negative,fn_missed_known,956t.jpg,tls-g,,,,,1044.75,375.75,1065.0,440.25
false_negative,fn_missed_known,956t.jpg,tls-g,,,,,864.0,303.75,916.5,325.5
false_negative,fn_missed_known,956t.jpg,tls-g,,,,,581.25,282.0,652.5,302.25
false_negative,fn_missed_known,832.jpg,sls-50,,,,,300.0,312.75,333.0,354.0
false_negative,fn_missed_known,489c.jpg,sls-50,,,,,1030.5,411.75,1065.75,446.25
false_negative,fn_missed_known,916d.jpg,sls-40,,,,,255.0,310.5,295.5,351.0
false_negative,fn_missed_known,775c.jpg,sls-40,,,,,305.25,461.25,363.0,524.25
false_negative,fn_missed_known,904f.jpg,sls-40,,,,,1084.5,171.0,1167.75,249.75
false_negative,fn_missed_known,1040.jpg,sls-40,,,,,380.25,346.5,444.75,413.25
false_negative,fn_missed_known,1891t.jpg,tls-g,,,,,357.0,563.0,387.0,631.0
false_negative,fn_missed_known,473et.jpg,tls-e,,,,,1113.75,204.0,1179.0,330.0
false_negative,fn_missed_known,461ot.jpg,tls-y,,,,,1232.25,312.75,1262.25,392.25
false_negative,fn_missed_known,699bt.jpg,tls-g,,,,,926.25,429.75,951.75,513.0
false_negative,fn_missed_known,699bt.jpg,tls-r,,,,,950.25,430.5,974.25,512.25
false_negative,fn_missed_known,712ct.jpg,tls-r,,,,,823.5,458.25,844.5,513.0
false_negative,fn_missed_known,1054d.jpg,sls-40,,,,,194.0,343.0,249.0,405.0
false_negative,fn_missed_known,858b.jpg,sls-60,,,,,938.25,426.75,972.75,462.0
false_negative,fn_missed_known,641t.jpg,tls-g,,,,,1093.5,468.0,1116.0,522.75
false_negative,fn_missed_known,641t.jpg,tls-g,,,,,948.75,284.25,1003.5,308.25
false_negative,fn_missed_known,641t.jpg,tls-g,,,,,821.25,273.75,882.0,301.5
false_negative,fn_missed_known,641t.jpg,tls-g,,,,,651.75,258.0,711.75,286.5
false_negative,fn_missed_known,858c.jpg,sls-60,,,,,287.25,407.25,335.25,457.5
false_negative,fn_missed_known,858c.jpg,sls-60,,,,,1080.0,400.5,1131.0,458.25
false_negative,fn_missed_known,878ct.jpg,tls-y,,,,,1318.5,207.0,1358.25,310.5
false_negative,fn_missed_known,977dt.jpg,tls-e,,,,,486.0,227.25,551.25,267.75
false_negative,fn_missed_known,977dt.jpg,tls-e,,,,,607.5,225.0,673.5,264.0
false_negative,fn_missed_known,913b.jpg,tls-e,,,,,1166.25,254.25,1220.25,283.5
false_negative,fn_missed_known,1081at.jpg,tls-c,,,,,1026.0,535.0,1074.0,557.0
false_negative,fn_missed_known,1081at.jpg,tls-c,,,,,973.0,660.0,994.0,709.0
false_negative,fn_missed_known,467gt.jpg,tls-g,,,,,358.5,378.0,384.0,452.25
false_negative,fn_missed_known,467gt.jpg,tls-g,,,,,1067.25,390.0,1096.5,468.0
false_negative,fn_missed_known,520f.jpg,sls-50,,,,,99.0,291.75,138.75,348.75
false_negative,fn_missed_known,520f.jpg,sls-40,,,,,302.25,377.25,341.25,417.0
false_negative,fn_missed_known,508it.jpg,tls-g,,,,,896.25,258.75,978.75,297.0
false_negative,fn_missed_known,508it.jpg,tls-g,,,,,829.5,359.25,861.75,468.0
false_negative,fn_missed_known,347c.jpg,sls-40,,,,,641.0,563.0,703.0,622.0
false_negative,fn_missed_known,1130b.jpg,sls-50,,,,,569.0,595.0,622.0,646.0
false_negative,fn_missed_known,2063t.jpg,tls-g,,,,,1185.0,93.0,1231.0,245.0
false_negative,fn_missed_known,738et.jpg,tls-g,,,,,1093.5,399.0,1121.25,488.25
false_negative,fn_missed_known,1878c.jpg,sls-15,,,,,1705.0,592.0,1762.0,668.0
false_negative,fn_missed_known,966ct.jpg,tls-r,,,,,366.75,270.0,411.75,382.5
false_negative,fn_missed_known,2137c.jpg,sls-70,,,,,243.0,389.0,332.0,490.0
false_negative,fn_missed_known,438c.jpg,sls-80,,,,,332.25,456.75,385.5,513.0
false_negative,fn_missed_known,1104c.jpg,sls-50,,,,,355.0,548.0,421.0,617.0
false_negative,fn_missed_known,461nt.jpg,tls-y,,,,,297.0,345.0,328.5,409.5
false_negative,fn_missed_known,461nt.jpg,tls-y,,,,,1149.0,346.5,1173.75,416.25
false_negative,fn_missed_known,1348.jpg,sls-50,,,,,476.0,356.0,538.0,418.0
false_negative,fn_missed_known,1260.jpg,sls-40,,,,,251.0,556.0,336.0,665.0
false_negative,fn_missed_known,1328d.jpg,sls-70,,,,,114.0,392.0,212.0,509.0
false_negative,fn_missed_known,780dt.jpg,tls-g,,,,,672.0,163.5,705.0,262.5
false_negative,fn_missed_known,780dt.jpg,tls-g,,,,,515.25,162.75,549.0,256.5
false_negative,fn_missed_known,726ct.jpg,tls-g,,,,,931.5,402.75,961.5,473.25
false_negative,fn_missed_known,369b.jpg,tls-g,,,,,683.0,563.0,718.0,635.0
false_negative,fn_missed_known,441c.jpg,sls-70,,,,,407.25,486.0,448.5,531.0
false_negative,fn_missed_known,441c.jpg,sls-70,,,,,1194.75,443.25,1248.75,506.25
false_negative,fn_missed_known,738ct.jpg,tls-g,,,,,267.75,315.0,313.5,414.75
false_negative,fn_missed_known,1033bt.jpg,tls-g,,,,,906.75,281.25,948.75,369.0
false_negative,fn_missed_known,1033bt.jpg,tls-g,,,,,76.5,263.25,111.75,371.25
false_negative,fn_missed_known,1354.jpg,sls-70,,,,,335.0,367.0,398.0,439.0
false_negative,fn_missed_known,843b.jpg,sls-100,,,,,381.75,409.5,428.25,457.5
false_negative,fn_missed_known,498ht.jpg,tls-g,,,,,903.0,439.5,928.5,498.75
false_negative,fn_missed_known,468gt.jpg,tls-g,,,,,130.5,330.75,175.5,444.75
false_negative,fn_missed_known,468gt.jpg,tls-g,,,,,1142.25,329.25,1180.5,426.0
false_negative,fn_missed_known,858.jpg,sls-60,,,,,377.25,420.75,416.25,461.25
false_negative,fn_missed_known,495mt.jpg,tls-g,,,,,285.75,167.25,379.5,218.25
false_negative,fn_missed_known,495mt.jpg,tls-g,,,,,986.25,153.0,1093.5,204.75
false_negative,fn_missed_known,495mt.jpg,tls-g,,,,,1129.5,166.5,1221.75,223.5
false_negative,fn_missed_known,1130.jpg,sls-50,,,,,473.0,556.0,537.0,621.0
false_negative,fn_missed_known,1054c.jpg,sls-40,,,,,370.0,399.0,417.0,447.0
false_negative,fn_missed_known,724bt.jpg,tls-g,,,,,804.0,466.5,827.25,530.25
